timevote,subgroup,id,moment,student,gender,age,thermalsatisfaction,iaqsatisfaction,acousticsatisfaction,visualsatisfaction,ieqsatisfaction,clo_simple,activity,thermal_warm,thermal_cold,thermal_draft,thermal_other,iaq_stuffy,iaq_odour,iaq_dry,iaq_humid,iaq_other,ac_classroom,ac_hallway,ac_device,ac_outside,ac_other,vis_blackboard,vis_underexposure,vis_overexposure,vis_glare,vis_other,locationback,locationfront,troom,rh,co2,voc,sound,lighting,ea,ttrend,trm,locationleft,locationright,locationmiddle,groupobs,windowmajority,windowsclosed,activitymajority,time_troom,time_rh,time_co2,time_ea,time_trend,time_sound,time_voc,time_lighting,casestudy,clo_detailed,ac_ventilation,af
21/04/2021 10:29,Sec_A,DB2_20,Start,True,male,15.0,2,3,4,4,2,Neutral,Other,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,True,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:29,Sec_A,DB2_8,Start,True,male,15.0,4,3,4,3,3,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,True,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:29,Sec_A,DB2_6 ,Start,True,female,11.0,2,3,3,4,3,Neutral,Other,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,True,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_1,Start,True,female,16.0,3,3,4,5,3,Warmly,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,False,True,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_21,Start,True,female,16.0,3,2,1,5,2,Neutral,Not applicable,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,True,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_11,Start,True,male,16.0,3,3,3,1,2,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,True,False,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_23,Start,True,female,11.0,2,3,3,3,3,Neutral,Other,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,True,False,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_16,Start,True,male,15.0,4,4,4,4,4,Neutral,Not applicable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,False,True,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_25,Start,True,female,11.0,2,2,3,4,3,Warmly,Not applicable,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,True,False,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_7,Start,True,female,16.0,2,2,3,4,2,Neutral,Not applicable,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,True,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_10,Start,True,male,15.0,4,4,4,3,4,Lightly,Not applicable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,False,True,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_3,Start,True,female,15.0,1,2,3,5,2,Neutral,Not applicable,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,True,False,False,1.0,Multiple windows tilted,True,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_22,Start,False,female,22.5,3,3,4,5,3,Neutral,Not applicable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,True,False,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_2,Start,True,female,15.0,4,4,4,4,4,Warmly,Not applicable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,False,True,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_4,Start,True,female,16.0,4,3,5,4,4,Neutral,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,True,False,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:30,Sec_A,DB2_12,Start,True,female,15.0,2,2,4,4,2,Neutral,Not applicable,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.683,31.015,743,675.152,60.004,214.567,38.09,-0.072,12.6,False,False,True,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,21/04/2021 10:27,SecondarySchool,,,
21/04/2021 10:31,Sec_A,DB2_15,Start,True,male,15.0,3,3,4,3,3,Neutral,Not applicable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.627,33.682,916,847.947,64.209,381.109,39.223,-0.227,12.6,False,True,False,1.0,Multiple windows tilted,True,Not applicable,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,SecondarySchool,,,
21/04/2021 10:31,Sec_A,DB2_13,Start,True,female,16.0,2,2,4,5,3,Neutral,Other,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.627,33.682,916,847.947,64.209,381.109,39.223,-0.227,12.6,False,False,True,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,SecondarySchool,,,
21/04/2021 10:31,Sec_A,DB2_5,Start,True,male,16.0,2,2,4,5,3,Warmly,Other,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.627,33.682,916,847.947,64.209,381.109,39.223,-0.227,12.6,True,False,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,SecondarySchool,,,
21/04/2021 10:31,Sec_A,DB2_17,Start,True,male,15.0,2,3,3,4,3,Neutral,Passive course,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.627,33.682,916,847.947,64.209,381.109,39.223,-0.227,12.6,False,False,True,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,SecondarySchool,,,
21/04/2021 10:31,Sec_A,DB2_9,Start,True,male,15.0,4,4,4,4,4,Neutral,Not applicable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23.627,33.682,916,847.947,64.209,381.109,39.223,-0.227,12.6,True,False,False,1.0,Multiple windows tilted,True,Not applicable,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,SecondarySchool,,,
21/04/2021 10:32,Sec_A,DB2_19,Start,True,male,15.0,2,3,3,5,3,Neutral,Not applicable,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.627,33.682,916,847.947,64.209,381.109,39.223,-0.227,12.6,False,True,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,SecondarySchool,,,
21/04/2021 10:34,Sec_A,DB2_10,Start,True,male,15.0,2,3,4,4,3,Neutral,Passive course,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.627,33.682,916,847.947,64.209,381.109,39.223,-0.227,12.6,True,False,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,SecondarySchool,,,
21/04/2021 10:34,Sec_A,DB2_14,Start,True,female,15.0,5,3,4,4,4,Neutral,Not applicable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.627,33.682,916,847.947,64.209,381.109,39.223,-0.227,12.6,False,False,True,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,21/04/2021 10:32,SecondarySchool,,,
21/04/2021 10:36,Sec_A,DB2_18,Start,True,male,15.0,2,2,3,4,3,Neutral,Passive course,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.713,35.092,947,1.597.331,71.164,397.024,40.05,-0.237,12.6,True,False,False,1.0,Multiple windows tilted,False,Not applicable,21/04/2021 10:37,21/04/2021 10:37,21/04/2021 10:37,21/04/2021 10:37,21/04/2021 10:37,21/04/2021 10:37,21/04/2021 10:37,21/04/2021 10:37,SecondarySchool,,,
21/04/2021 11:12,Sec_A,DB2_3,End,True,female,15.0,3,3,4,5,3,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:12,Sec_A,DB2_23,End,True,female,11.0,2,3,3,3,3,Warmly,Passive course,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:12,Sec_A,DB2_4,End,True,female,16.0,5,4,5,5,4,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:12,Sec_A,DB2_8,End,True,male,15.0,3,2,4,3,3,Neutral,Not applicable,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,False,True,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:12,Sec_A,DB2_5,End,True,male,16.0,4,4,3,4,3,Warmly,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_12,End,True,female,15.0,3,2,2,3,3,Neutral,Passive course,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,False,False,True,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_17,End,True,male,15.0,3,3,3,3,3,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,False,False,True,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_16,End,True,male,15.0,4,4,4,4,4,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,False,False,True,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_13,End,True,female,16.0,2,2,5,5,2,Neutral,Passive course,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,False,False,True,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_0,End,True,female,15.0,4,3,4,4,3,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_25,End,True,female,11.0,2,3,3,4,1,Warmly,Passive course,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_11,End,True,male,16.0,1,1,1,1,3,Neutral,Passive course,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_6,End,True,female,16.0,3,2,4,3,3,Neutral,Passive course,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,False,True,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_22,End,False,female,22.5,2,2,3,4,3,Neutral,Other,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:13,Sec_A,DB2_7,End,True,female,16.0,3,2,3,4,3,Neutral,Passive course,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,33.074,916,2.139.951,61.486,37.463,40.406,0.323,12.6,False,True,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,21/04/2021 11:11,SecondarySchool,,,
21/04/2021 11:14,Sec_A,DB2_18,End,True,male,15.0,2,3,4,4,3,Neutral,Passive course,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 11:14,Sec_A,DB2_2,End,True,female,15.0,2,3,4,3,2,Warmly,Passive course,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,False,False,True,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 11:14,Sec_A,DB2_15,End,True,male,15.0,2,2,3,3,3,Neutral,Passive course,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,False,True,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 11:14,Sec_A,DB2_21,End,True,female,16.0,2,1,4,5,2,Neutral,Passive course,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,False,True,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 11:14,Sec_A,DB2_14,End,True,female,15.0,4,3,4,4,4,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,False,False,True,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 11:14,Sec_A,DB2_9,End,True,male,15.0,4,4,4,4,4,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,True,False,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 11:14,Sec_A,DB2_10,End,True,male,15.0,4,4,3,4,4,Lightly,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,False,False,True,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 11:14,Sec_A,DB2_20,End,True,male,15.0,3,3,4,4,3,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,False,True,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 11:15,Sec_A,DB2_19,End,True,male,15.0,2,3,4,5,2,Neutral,Passive course,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,False,True,False,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 11:15,Sec_A,DB2_1,End,True,female,16.0,2,3,4,5,3,Warmly,Passive course,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.375,32.856,903,1.839.297,62.347,41.998,40.3,0.28,12.6,False,False,True,2.0,Multiple windows tilted,False,Passive course,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,21/04/2021 11:16,SecondarySchool,,,
21/04/2021 12:00,Sec_A,DB2_13,End,True,female,16.0,3,3,5,5,3,Neutral,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.645,31.225,919,1.526.169,63.806,34.273,40.028,0.27,12.6,False,False,True,3.0,Multiple windows tilted,False,Passive course,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,SecondarySchool,,,
21/04/2021 12:00,Sec_A,DB2_10,End,True,male,15.0,3,4,4,4,4,Lightly,Passive course,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.645,31.225,919,1.526.169,63.806,34.273,40.028,0.27,12.6,False,False,True,3.0,Multiple windows tilted,False,Passive course,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,SecondarySchool,,,
21/04/2021 12:00,Sec_A,DB2_21,End,True,female,16.0,1,3,5,5,3,Neutral,Passive course,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.645,31.225,919,1.526.169,63.806,34.273,40.028,0.27,12.6,False,True,False,3.0,Multiple windows tilted,False,Passive course,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,21/04/2021 12:01,SecondarySchool,,,
